model,config,problem,topic,outcome,passed,compiled,error_kind,mismatches,iterations,finished,tool_calls,compile_calls,rag_calls,llm_calls,prompt_tokens,completion_tokens,total_tokens,wall_seconds,agent_error
gemma4_26b_a4b,react_compiler,Prob047_dff8ar,sequential,pass,1,1,,0,2,1,1,1,0,2,993,692,1685,42.78,
gemma4_26b_a4b,react_compiler,Prob048_m2014_q4c,sequential,pass,1,1,,0,2,1,1,1,0,2,918,937,1855,57.127,
gemma4_26b_a4b,react_compiler,Prob049_m2014_q4b,sequential,pass,1,1,,0,2,1,1,1,0,2,916,769,1685,47.756,
gemma4_26b_a4b,react_compiler,Prob050_kmap1,kmap_logic,pass,1,1,,0,2,1,1,1,0,2,974,5346,6320,324.685,
gemma4_26b_a4b,react_compiler,Prob051_gates4,combinational,pass,1,1,,0,2,1,1,1,0,2,1044,1068,2112,64.75,
gemma4_26b_a4b,react_compiler,Prob052_gates100,combinational,pass,1,1,,0,2,1,1,1,0,2,1069,890,1959,54.404,
gemma4_26b_a4b,react_compiler,Prob053_m2014_q4d,sequential,functional_mismatch,0,1,,1,2,1,1,1,0,2,968,789,1757,48.395,
gemma4_26b_a4b,react_compiler,Prob054_edgedetect,sequential,truncated,0,0,,,1,0,0,0,0,1,439,8192,8631,496.111,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob055_conditional,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1050,1515,2565,92.891,
gemma4_26b_a4b,react_compiler,Prob056_ece241_2013_q7,sequential,pass,1,1,,0,2,1,1,1,0,2,1068,1083,2151,64.865,
gemma4_26b_a4b,react_compiler,Prob057_kmap2,kmap_logic,pass,1,1,,0,2,1,1,1,0,2,1317,9778,11095,592.162,
gemma4_26b_a4b,react_compiler,Prob058_alwaysblock2,sequential,pass,1,1,,0,2,1,1,1,0,2,1126,874,2000,55.345,
gemma4_26b_a4b,react_compiler,Prob059_wire4,combinational,pass,1,1,,0,2,1,1,1,0,2,954,671,1625,42.529,
gemma4_26b_a4b,react_compiler,Prob060_m2014_q4k,sequential,pass,1,1,,0,2,1,1,1,0,2,1031,1156,2187,70.009,
gemma4_26b_a4b,react_compiler,Prob061_2014_q4a,sequential,pass,1,1,,0,2,1,1,1,0,2,1042,1613,2655,97.647,
gemma4_26b_a4b,react_compiler,Prob062_bugs_mux2,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,958,1236,2194,74.912,
gemma4_26b_a4b,react_compiler,Prob063_review2015_shiftcount,sequential,functional_mismatch,0,1,,1886,2,1,1,1,0,2,1176,2230,3406,134.195,
gemma4_26b_a4b,react_compiler,Prob064_vector3,combinational,pass,1,1,,0,2,0,1,1,0,2,1350,10672,12022,645.131,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob065_7420,combinational,pass,1,1,,0,2,1,1,1,0,2,1137,806,1943,49.678,
gemma4_26b_a4b,react_compiler,Prob066_edgecapture,sequential,pass,1,1,,0,2,1,1,1,0,2,1098,2835,3933,169.829,
gemma4_26b_a4b,react_compiler,Prob067_countslow,sequential,pass,1,1,,0,2,1,1,1,0,2,1140,1300,2440,78.749,
gemma4_26b_a4b,react_compiler,Prob068_countbcd,sequential,pass,1,1,,0,2,1,1,1,0,2,1616,10429,12045,630.992,
gemma4_26b_a4b,react_compiler,Prob069_truthtable1,kmap_logic,pass,1,1,,0,2,1,1,1,0,2,1148,3762,4910,227.005,
gemma4_26b_a4b,react_compiler,Prob070_ece241_2013_q2,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,563,8192,8755,496.169,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob071_always_casez,combinational,pass,1,1,,0,2,1,1,1,0,2,1189,2585,3774,155.357,
gemma4_26b_a4b,react_compiler,Prob072_thermostat,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1322,1547,2869,94.68,
gemma4_26b_a4b,react_compiler,Prob073_dff16e,sequential,pass,1,1,,0,2,1,1,1,0,2,1226,1450,2676,88.125,
gemma4_26b_a4b,react_compiler,Prob074_ece241_2014_q4,fsm,pass,1,1,,0,2,1,1,1,0,2,1301,3100,4401,188.381,
gemma4_26b_a4b,react_compiler,Prob075_counter_2bc,sequential,pass,1,1,,0,2,1,1,1,0,2,1287,1281,2568,77.344,
gemma4_26b_a4b,react_compiler,Prob076_always_case,combinational,pass,1,1,,0,2,1,1,1,0,2,1220,1501,2721,91.338,
gemma4_26b_a4b,react_compiler,Prob077_wire_decl,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1234,1058,2292,65.359,
gemma4_26b_a4b,react_compiler,Prob078_dualedge,sequential,pass,1,1,,0,2,1,1,1,0,2,1044,2070,3114,128.354,
gemma4_26b_a4b,react_compiler,Prob079_fsm3onehot,fsm,pass,1,1,,0,2,1,1,1,0,2,1516,4111,5627,249.214,
gemma4_26b_a4b,react_compiler,Prob080_timer,sequential,pass,1,1,,0,2,0,1,1,0,2,1385,9637,11022,582.245,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob081_7458,combinational,pass,1,1,,0,2,1,1,1,0,2,1479,1168,2647,71.655,
gemma4_26b_a4b,react_compiler,Prob082_lfsr32,sequential,compile_error,0,0,syntax_error,,1,0,0,0,0,1,529,8192,8721,493.967,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob083_mt2015_q4b,combinational,pass,1,1,,0,2,1,1,1,0,2,1274,3523,4797,212.494,
gemma4_26b_a4b,react_compiler,Prob084_ece241_2013_q12,sequential,pass,1,1,,0,2,0,1,1,0,2,1401,12530,13931,754.704,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob085_shift4,sequential,pass,1,1,,0,2,1,1,1,0,2,1272,1738,3010,105.776,
gemma4_26b_a4b,react_compiler,Prob086_lfsr5,sequential,truncated,0,0,,,1,0,0,0,0,1,570,8192,8762,494.003,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob087_gates,combinational,pass,1,1,,0,2,1,1,1,0,2,1273,1302,2575,79.598,
gemma4_26b_a4b,react_compiler,Prob088_ece241_2014_q5b,fsm,pass,1,1,,0,4,1,3,3,0,4,3872,4835,8707,291.311,
gemma4_26b_a4b,react_compiler,Prob089_ece241_2014_q5a,fsm,truncated,0,0,,,1,0,0,0,0,1,497,8192,8689,493.629,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob090_circuit1,combinational,pass,1,1,,0,2,1,1,1,0,2,1303,1058,2361,64.437,
gemma4_26b_a4b,react_compiler,Prob091_2012_q2b,fsm,truncated,0,0,,,1,0,0,0,0,1,659,8192,8851,493.859,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob092_gatesv100,combinational,pass,1,1,,0,3,1,2,2,0,3,3579,4285,7864,258.775,
gemma4_26b_a4b,react_compiler,Prob093_ece241_2014_q3,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,680,8192,8872,494.994,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob094_gatesv,combinational,pass,1,1,,0,2,0,1,1,0,2,1741,11531,13272,692.971,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob095_review2015_fsmshift,fsm,truncated,0,0,,,1,0,0,0,0,1,461,8192,8653,493.628,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob096_review2015_fsmseq,fsm,pass,1,1,,0,2,1,1,1,0,2,1315,6394,7709,384.782,
gemma4_26b_a4b,react_compiler,Prob097_mux9to1v,combinational,pass,1,1,,0,2,1,1,1,0,2,1371,1517,2888,92.334,
gemma4_26b_a4b,react_compiler,Prob098_circuit7,sequential,truncated,0,0,,,1,0,0,0,0,1,623,8192,8815,490.806,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob099_m2014_q6c,fsm,truncated,0,0,,,1,0,0,0,0,1,676,8192,8868,490.747,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob100_fsm3comb,fsm,pass,1,1,,0,2,1,1,1,0,2,1493,2143,3636,127.808,
gemma4_26b_a4b,react_compiler,Prob101_circuit4,combinational,pass,1,1,,0,3,1,2,2,0,3,2434,7073,9507,424.694,
gemma4_26b_a4b,react_compiler,Prob102_circuit3,combinational,pass,1,1,,0,2,1,1,1,0,2,1500,5836,7336,351.053,
gemma4_26b_a4b,react_compiler,Prob103_circuit2,combinational,pass,1,1,,0,3,1,2,2,0,3,2568,5565,8133,333.203,
gemma4_26b_a4b,react_compiler,Prob104_mt2015_muxdff,sequential,functional_mismatch,0,1,,1,2,0,1,1,0,2,1316,10116,11432,604.532,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob105_rotate100,sequential,pass,1,1,,0,2,1,1,1,0,2,1409,5566,6975,334.928,
gemma4_26b_a4b,react_compiler,Prob106_always_nolatches,sequential,pass,1,1,,0,2,1,1,1,0,2,1360,1183,2543,72.332,
gemma4_26b_a4b,react_compiler,Prob107_fsm1s,fsm,pass,1,1,,0,2,1,1,1,0,2,1456,1920,3376,118.071,
gemma4_26b_a4b,react_compiler,Prob108_rule90,sequential,pass,1,1,,0,2,0,1,1,0,2,1521,12823,14344,769.485,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob109_fsm1,fsm,pass,1,1,,0,2,1,1,1,0,2,1153,1951,3104,119.05,
gemma4_26b_a4b,react_compiler,Prob110_fsm2,fsm,pass,1,1,,0,2,1,1,1,0,2,1167,1302,2469,79.445,
gemma4_26b_a4b,react_compiler,Prob111_fsm2s,fsm,pass,1,1,,0,2,1,1,1,0,2,1193,801,1994,48.438,
gemma4_26b_a4b,react_compiler,Prob112_always_case2,combinational,pass,1,1,,0,2,0,1,1,0,2,1210,9681,10891,582.359,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob113_2012_q1g,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,488,8192,8680,491.138,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob114_bugs_case,combinational,pass,1,1,,0,2,1,1,1,0,2,1632,3022,4654,180.545,
gemma4_26b_a4b,react_compiler,Prob115_shift18,sequential,pass,1,1,,0,2,1,1,1,0,2,1494,1760,3254,103.904,
gemma4_26b_a4b,react_compiler,Prob116_m2014_q3,arithmetic,truncated,0,0,,,1,0,0,0,0,1,499,8192,8691,489.664,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob117_circuit9,sequential,functional_mismatch,0,1,,218,2,0,1,1,0,2,1408,15060,16468,903.222,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob118_history_shift,sequential,truncated,0,0,,,1,0,0,0,0,1,656,8192,8848,492.257,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob119_fsm3,fsm,pass,1,1,,0,2,1,1,1,0,2,1301,2177,3478,129.511,
gemma4_26b_a4b,react_compiler,Prob120_fsm3s,fsm,pass,1,1,,0,2,1,1,1,0,2,1257,2265,3522,136.073,
gemma4_26b_a4b,react_compiler,Prob121_2014_q3bfsm,fsm,pass,1,1,,0,2,1,1,1,0,2,1503,2171,3674,131.071,
gemma4_26b_a4b,react_compiler,Prob122_kmap4,kmap_logic,pass,1,1,,0,2,1,1,1,0,2,1045,4694,5739,282.773,
gemma4_26b_a4b,react_compiler,Prob123_bugs_addsubz,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1185,1627,2812,98.98,
gemma4_26b_a4b,react_compiler,Prob124_rule110,sequential,pass,1,1,,0,2,1,1,1,0,2,1987,4324,6311,261.237,
gemma4_26b_a4b,react_compiler,Prob125_kmap3,arithmetic,truncated,0,0,,,1,0,0,0,0,1,494,8192,8686,493.039,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob126_circuit6,combinational,pass,1,1,,0,3,1,2,2,0,3,2669,3711,6380,223.456,
gemma4_26b_a4b,react_compiler,Prob127_lemmings1,fsm,pass,1,1,,0,2,0,1,1,0,2,1506,14597,16103,879.1,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob128_fsm_ps2,fsm,functional_mismatch,0,1,,149,2,0,1,1,0,2,1724,11412,13136,686.865,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob129_ece241_2013_q8,fsm,pass,1,1,,0,2,1,1,1,0,2,1334,3520,4854,212.965,
gemma4_26b_a4b,react_compiler,Prob130_circuit5,combinational,truncated,0,0,,,1,0,0,0,0,1,771,8192,8963,493.269,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob131_mt2015_q4,combinational,pass,1,1,,0,2,0,1,1,0,2,1641,14174,15815,852.993,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob132_always_if2,arithmetic,pass,1,1,,0,2,0,1,1,0,2,1129,9772,10901,588.787,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob133_2014_q3fsm,fsm,truncated,0,0,,,1,0,0,0,0,1,576,8192,8768,494.206,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob134_2014_q3c,fsm,pass,1,1,,0,2,1,1,1,0,2,1552,4869,6421,292.819,
gemma4_26b_a4b,react_compiler,Prob135_m2014_q6b,fsm,truncated,0,0,,,1,0,0,0,0,1,571,8192,8763,494.268,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob136_m2014_q6,fsm,compile_error,0,0,syntax_error,,2,0,1,1,0,2,1432,11047,12479,666.471,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob137_fsm_serial,fsm,pass,1,1,,0,2,1,1,1,0,2,1576,3580,5156,218.122,
gemma4_26b_a4b,react_compiler,Prob138_2012_q2fsm,fsm,pass,1,1,,0,2,1,1,1,0,2,1635,7379,9014,442.148,
gemma4_26b_a4b,react_compiler,Prob139_2013_q2bfsm,fsm,pass,1,1,,0,2,0,1,1,0,2,2051,15513,17564,943.246,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob140_fsm_hdlc,fsm,truncated,0,0,,,1,0,0,0,0,1,668,8192,8860,492.692,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob141_count_clock,sequential,functional_mismatch,0,1,,105947,4,1,3,3,0,4,7387,9022,16409,551.752,
gemma4_26b_a4b,react_compiler,Prob142_lemmings2,fsm,compile_error,0,0,syntax_error,,2,0,1,1,0,1,715,8192,8907,523.396,"HTTP 500: {""error"":{""code"":500,""message"":""Failed to parse tool call arguments as JSON: [json.exception.parse_error.101] parse error at line 1, column 684: syntax error while parsing value - invalid string: missing closing quote; last read: '\""module TopModule (\\n    input clk,\\n    input areset,\\n    input bump_left,\\n    input bump_right,\\n    input ground,\\n    output walk_left,\\n    output walk_right,\\n    output aaah\\n);\\n\\n    parameter STATE_WALK_LEFT = 2'b00;\\n    parameter STATE_WALK_R"
gemma4_26b_a4b,react_compiler,Prob143_fsm_onehot,fsm,pass,1,1,,0,2,1,1,1,0,2,2815,8516,11331,520.778,
gemma4_26b_a4b,react_compiler,Prob144_conwaylife,sequential,pass,1,1,,0,2,1,1,1,0,2,2081,5940,8021,366.621,
gemma4_26b_a4b,react_compiler,Prob145_circuit8,combinational,truncated,0,0,,,1,0,0,0,0,1,934,8192,9126,503.8,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob146_fsm_serialdata,fsm,pass,1,1,,0,2,1,1,1,0,2,1730,6061,7791,372.7,
gemma4_26b_a4b,react_compiler,Prob147_circuit10,sequential,truncated,0,0,,,1,0,0,0,0,1,1073,8192,9265,502.609,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob148_2013_q2afsm,fsm,pass,1,1,,0,2,1,1,1,0,2,2295,5146,7441,312.19,
gemma4_26b_a4b,react_compiler,Prob149_ece241_2013_q4,sequential,functional_mismatch,0,1,,902,2,0,1,1,0,2,2147,15853,18000,1032.084,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob150_review2015_fsmonehot,fsm,truncated,0,0,,,1,0,0,0,0,1,1058,8192,9250,495.261,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob151_review2015_fsm,fsm,compile_error,0,0,syntax_error,,2,0,1,1,0,2,2058,15114,17172,987.185,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob152_lemmings3,fsm,pass,1,1,,0,2,1,1,1,0,2,2495,7265,9760,475.887,
gemma4_26b_a4b,react_compiler,Prob153_gshare,sequential,functional_mismatch,0,1,,403,2,0,1,1,0,2,2533,16081,18614,955.673,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob154_fsm_ps2data,fsm,truncated,0,0,,,1,0,0,0,0,1,1295,8192,9487,543.609,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob155_lemmings4,fsm,truncated,0,0,,,1,0,0,0,0,1,1036,8192,9228,547.334,response truncated at max_tokens
gemma4_26b_a4b,react_compiler,Prob156_review2015_fancytimer,fsm,compile_error,0,0,other_elaboration_error,,2,0,1,1,0,2,2737,13568,16305,818.715,response truncated at max_tokens
gemma4_26b_a4b,react_compiler_rag,Prob001_zero,combinational,pass,1,1,,0,2,1,1,1,0,2,1027,294,1321,22.228,
gemma4_26b_a4b,react_compiler_rag,Prob002_m2014_q4i,combinational,pass,1,1,,0,2,1,1,1,0,2,1035,295,1330,22.35,
gemma4_26b_a4b,react_compiler_rag,Prob003_step_one,combinational,pass,1,1,,0,2,1,1,1,0,2,1035,291,1326,21.927,
gemma4_26b_a4b,react_compiler_rag,Prob004_vector2,combinational,pass,1,1,,0,2,1,1,1,0,2,1117,1414,2531,90.734,
gemma4_26b_a4b,react_compiler_rag,Prob005_notgate,combinational,pass,1,1,,0,2,1,1,1,0,2,1039,296,1335,23.084,
gemma4_26b_a4b,react_compiler_rag,Prob006_vectorr,combinational,pass,1,1,,0,2,1,1,1,0,2,1138,1483,2621,95.063,
gemma4_26b_a4b,react_compiler_rag,Prob007_wire,combinational,pass,1,1,,0,2,1,1,1,0,2,1038,281,1319,21.168,
gemma4_26b_a4b,react_compiler_rag,Prob008_m2014_q4h,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1060,330,1390,25.142,
gemma4_26b_a4b,react_compiler_rag,Prob009_popcount3,combinational,pass,1,1,,0,2,1,1,1,0,2,1112,1318,2430,81.657,
gemma4_26b_a4b,react_compiler_rag,Prob010_mt2015_q4a,combinational,compile_error,0,0,syntax_error,,2,1,1,1,0,2,1083,529,1612,31.535,
gemma4_26b_a4b,react_compiler_rag,Prob011_norgate,combinational,pass,1,1,,0,2,1,1,1,0,2,1056,253,1309,15.117,
gemma4_26b_a4b,react_compiler_rag,Prob012_xnorgate,combinational,pass,1,1,,0,2,1,1,1,0,2,1058,663,1721,39.401,
gemma4_26b_a4b,react_compiler_rag,Prob013_m2014_q4e,combinational,pass,1,1,,0,2,1,1,1,0,2,1072,392,1464,22.74,
gemma4_26b_a4b,react_compiler_rag,Prob014_andgate,combinational,pass,1,1,,0,2,1,1,1,0,2,1063,283,1346,16.319,
gemma4_26b_a4b,react_compiler_rag,Prob015_vector1,combinational,pass,1,1,,0,2,1,1,1,0,2,1205,821,2026,50.344,
gemma4_26b_a4b,react_compiler_rag,Prob016_m2014_q4j,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1259,8496,9755,521.398,
gemma4_26b_a4b,react_compiler_rag,Prob017_mux2to1v,combinational,pass,1,1,,0,2,1,1,1,0,2,1172,664,1836,40.747,
gemma4_26b_a4b,react_compiler_rag,Prob018_mux256to1,combinational,pass,1,1,,0,2,1,1,1,0,2,1223,655,1878,41.689,
gemma4_26b_a4b,react_compiler_rag,Prob019_m2014_q4f,combinational,pass,1,1,,0,2,1,1,1,0,2,1154,631,1785,40.342,
gemma4_26b_a4b,react_compiler_rag,Prob020_mt2015_eq2,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1176,552,1728,35.624,
gemma4_26b_a4b,react_compiler_rag,Prob021_mux256to1v,combinational,pass,1,1,,0,2,1,1,1,0,2,1280,880,2160,55.854,
gemma4_26b_a4b,react_compiler_rag,Prob022_mux2to1,combinational,pass,1,1,,0,2,1,1,1,0,2,1128,455,1583,28.235,
gemma4_26b_a4b,react_compiler_rag,Prob023_vector100r,combinational,pass,1,1,,0,2,1,1,1,0,2,1143,677,1820,41.682,
gemma4_26b_a4b,react_compiler_rag,Prob024_hadd,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1123,423,1546,26.268,
gemma4_26b_a4b,react_compiler_rag,Prob025_reduction,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1190,718,1908,44.966,
gemma4_26b_a4b,react_compiler_rag,Prob026_alwaysblock1,combinational,pass,1,1,,0,2,1,1,1,0,2,1130,563,1693,34.505,
gemma4_26b_a4b,react_compiler_rag,Prob027_fadd,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1153,1060,2213,65.796,
gemma4_26b_a4b,react_compiler_rag,Prob028_m2014_q4a,sequential,pass,1,1,,0,2,1,1,1,0,2,1078,1800,2878,110.047,
gemma4_26b_a4b,react_compiler_rag,Prob029_m2014_q4g,combinational,pass,1,1,,0,2,1,1,1,0,2,1220,964,2184,59.439,
gemma4_26b_a4b,react_compiler_rag,Prob030_popcount255,combinational,pass,1,1,,0,2,1,1,1,0,2,1202,1257,2459,77.674,
gemma4_26b_a4b,react_compiler_rag,Prob031_dff,sequential,pass,1,1,,0,2,1,1,1,0,2,1102,1151,2253,70.582,
gemma4_26b_a4b,react_compiler_rag,Prob032_vector0,combinational,pass,1,1,,0,2,1,1,1,0,2,1240,593,1833,36.194,
gemma4_26b_a4b,react_compiler_rag,Prob033_ece241_2014_q1c,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1229,3590,4819,221.225,
gemma4_26b_a4b,react_compiler_rag,Prob034_dff8,sequential,functional_mismatch,0,1,,1,2,1,1,1,0,2,1134,534,1668,32.642,
gemma4_26b_a4b,react_compiler_rag,Prob035_count1to10,sequential,pass,1,1,,0,2,1,1,1,0,2,1230,1097,2327,66.345,
gemma4_26b_a4b,react_compiler_rag,Prob036_ringer,combinational,pass,1,1,,0,2,1,1,1,0,2,1277,1403,2680,85.1,
gemma4_26b_a4b,react_compiler_rag,Prob037_review2015_count1k,sequential,pass,1,1,,0,2,1,1,1,0,2,1278,1399,2677,87.54,
gemma4_26b_a4b,react_compiler_rag,Prob038_count15,sequential,pass,1,1,,0,2,1,1,1,0,2,1245,1264,2509,78.525,
gemma4_26b_a4b,react_compiler_rag,Prob039_always_if,combinational,pass,1,1,,0,2,1,1,1,0,2,1295,1031,2326,63.57,
gemma4_26b_a4b,react_compiler_rag,Prob040_count10,sequential,pass,1,1,,0,2,1,1,1,0,2,1243,847,2090,52.533,
gemma4_26b_a4b,react_compiler_rag,Prob041_dff8r,sequential,pass,1,1,,0,2,1,1,1,0,2,1192,701,1893,45.167,
gemma4_26b_a4b,react_compiler_rag,Prob042_vector4,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1444,642,2086,40.794,
gemma4_26b_a4b,react_compiler_rag,Prob043_vector5,combinational,pass,1,1,,0,2,1,1,1,0,2,1671,2195,3866,136.99,
gemma4_26b_a4b,react_compiler_rag,Prob044_vectorgates,combinational,pass,1,1,,0,2,1,1,1,0,2,1340,1186,2526,74.681,
gemma4_26b_a4b,react_compiler_rag,Prob045_edgedetect2,sequential,functional_mismatch,0,1,,212,2,0,1,1,0,2,1280,13809,15089,843.537,response truncated at max_tokens
gemma4_26b_a4b,react_compiler_rag,Prob046_dff8p,sequential,pass,1,1,,0,2,1,1,1,0,2,1222,778,2000,47.718,
gemma4_26b_a4b,react_compiler_rag,Prob047_dff8ar,sequential,pass,1,1,,0,2,1,1,1,0,2,1213,953,2166,58.513,
gemma4_26b_a4b,react_compiler_rag,Prob048_m2014_q4c,sequential,pass,1,1,,0,2,1,1,1,0,2,1136,600,1736,37.645,
gemma4_26b_a4b,react_compiler_rag,Prob049_m2014_q4b,sequential,pass,1,1,,0,2,1,1,1,0,2,1138,1055,2193,65.8,
gemma4_26b_a4b,react_compiler_rag,Prob050_kmap1,kmap_logic,pass,1,1,,0,2,1,1,1,0,2,1194,4018,5212,245.952,
gemma4_26b_a4b,react_compiler_rag,Prob051_gates4,combinational,pass,1,1,,0,2,1,1,1,0,2,1264,622,1886,39.296,
gemma4_26b_a4b,react_compiler_rag,Prob052_gates100,combinational,pass,1,1,,0,2,1,1,1,0,2,1290,631,1921,39.385,
gemma4_26b_a4b,react_compiler_rag,Prob053_m2014_q4d,sequential,functional_mismatch,0,1,,1,2,1,1,1,0,2,1188,833,2021,52.523,
gemma4_26b_a4b,react_compiler_rag,Prob054_edgedetect,sequential,pass,1,1,,0,2,0,1,1,0,2,1227,10991,12218,669.63,response truncated at max_tokens
gemma4_26b_a4b,react_compiler_rag,Prob055_conditional,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1270,964,2234,58.899,
gemma4_26b_a4b,react_compiler_rag,Prob056_ece241_2013_q7,sequential,pass,1,1,,0,2,1,1,1,0,2,1296,1338,2634,82.323,
gemma4_26b_a4b,react_compiler_rag,Prob057_kmap2,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,591,8192,8783,496.424,response truncated at max_tokens
gemma4_26b_a4b,react_compiler_rag,Prob058_alwaysblock2,sequential,pass,1,1,,0,2,1,1,1,0,2,1346,1048,2394,63.427,
gemma4_26b_a4b,react_compiler_rag,Prob059_wire4,combinational,pass,1,1,,0,2,1,1,1,0,2,1174,410,1584,25.368,
gemma4_26b_a4b,react_compiler_rag,Prob060_m2014_q4k,sequential,pass,1,1,,0,2,1,1,1,0,2,1251,1051,2302,63.0,
gemma4_26b_a4b,react_compiler_rag,Prob061_2014_q4a,sequential,pass,1,1,,0,2,1,1,1,0,2,1260,1485,2745,90.166,
gemma4_26b_a4b,react_compiler_rag,Prob062_bugs_mux2,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,1178,2871,4049,173.872,
gemma4_26b_a4b,react_compiler_rag,Prob063_review2015_shiftcount,sequential,functional_mismatch,0,1,,1886,2,1,1,1,0,2,1396,2245,3641,137.913,
gemma4_26b_a4b,react_compiler_rag,Prob064_vector3,combinational,pass,1,1,,0,2,1,1,1,0,2,1582,2660,4242,162.736,
gemma4_26b_a4b,react_compiler_rag,Prob065_7420,combinational,pass,1,1,,0,2,1,1,1,0,2,1357,798,2155,49.038,
gemma4_26b_a4b,react_compiler_rag,Prob066_edgecapture,sequential,functional_mismatch,0,1,,91,2,1,1,1,0,2,1322,1461,2783,89.618,
gemma4_26b_a4b,react_compiler_rag,Prob067_countslow,sequential,pass,1,1,,0,2,1,1,1,0,2,1342,981,2323,59.802,
gemma4_26b_a4b,react_compiler_rag,Prob068_countbcd,sequential,pass,1,1,,0,2,1,1,1,0,2,1863,9920,11783,606.196,
gemma4_26b_a4b,react_compiler_rag,Prob069_truthtable1,kmap_logic,pass,1,1,,0,2,1,1,1,0,2,1368,2297,3665,138.585,
gemma4_26b_a4b,react_compiler_rag,Prob070_ece241_2013_q2,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,673,8192,8865,499.598,response truncated at max_tokens
gemma4_26b_a4b,react_compiler_rag,Prob071_always_casez,combinational,pass,1,1,,0,2,0,1,1,0,2,1307,10422,11729,636.418,response truncated at max_tokens
gemma4_26b_a4b,react_compiler_rag,Prob072_thermostat,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1527,1500,3027,89.108,
gemma4_26b_a4b,react_compiler_rag,Prob073_dff16e,sequential,pass,1,1,,0,2,1,1,1,0,2,1446,1416,2862,86.593,
gemma4_26b_a4b,react_compiler_rag,Prob074_ece241_2014_q4,fsm,pass,1,1,,0,2,1,1,1,0,2,1467,1606,3073,98.256,
gemma4_26b_a4b,react_compiler_rag,Prob075_counter_2bc,sequential,pass,1,1,,0,2,1,1,1,0,2,1507,1222,2729,76.82,
