model,config,problem,topic,outcome,passed,compiled,error_kind,mismatches,iterations,finished,tool_calls,compile_calls,rag_calls,llm_calls,prompt_tokens,completion_tokens,total_tokens,wall_seconds,agent_error
gemma4_26b_a4b,fix_react_compiler,bugs_case#3,combinational,pass,1,1,,0,2,1,1,1,0,2,2108,2755,4863,167.739,
gemma4_26b_a4b,fix_react_compiler,bugs_case#4,combinational,pass,1,1,,0,2,1,1,1,0,2,2352,3035,5387,184.658,
gemma4_26b_a4b,fix_react_compiler,bugs_mux2#0,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,1256,5538,6794,338.469,
gemma4_26b_a4b,fix_react_compiler,bugs_mux2#1,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,1775,2643,4418,163.972,
gemma4_26b_a4b,fix_react_compiler,bugs_mux2#2,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,1210,2054,3264,126.2,
gemma4_26b_a4b,fix_react_compiler,bugs_mux2#3,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,1214,4269,5483,260.465,
gemma4_26b_a4b,fix_react_compiler,bugs_mux2#4,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,1238,2897,4135,175.996,
gemma4_26b_a4b,fix_react_compiler,circuit1#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1491,1663,3154,102.263,
gemma4_26b_a4b,fix_react_compiler,circuit4#0,combinational,pass,1,1,,0,3,1,2,2,0,3,3679,4402,8081,269.868,
gemma4_26b_a4b,fix_react_compiler,circuit5#0,combinational,pass,1,1,,0,2,1,1,1,0,2,2063,2118,4181,128.929,
gemma4_26b_a4b,fix_react_compiler,circuit5#1,combinational,pass,1,1,,0,2,1,1,1,0,2,2162,3209,5371,195.572,
gemma4_26b_a4b,fix_react_compiler,circuit5#2,combinational,pass,1,1,,0,2,1,1,1,0,2,2094,1997,4091,120.206,
gemma4_26b_a4b,fix_react_compiler,circuit5#3,combinational,pass,1,1,,0,2,1,1,1,0,2,3168,3297,6465,199.876,
gemma4_26b_a4b,fix_react_compiler,circuit6#0,combinational,truncated,0,0,,,1,0,0,0,0,1,907,8192,9099,506.538,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,circuit6#1,combinational,pass,1,1,,0,2,1,1,1,0,2,2064,4487,6551,279.682,
gemma4_26b_a4b,fix_react_compiler,circuit6#2,combinational,pass,1,1,,0,2,1,1,1,0,2,2356,3067,5423,192.533,
gemma4_26b_a4b,fix_react_compiler,circuit6#3,combinational,pass,1,1,,0,2,1,1,1,0,2,2302,2310,4612,144.641,
gemma4_26b_a4b,fix_react_compiler,circuit6#4,combinational,pass,1,1,,0,2,1,1,1,0,2,2259,1823,4082,111.395,
gemma4_26b_a4b,fix_react_compiler,circuit6#5,combinational,pass,1,1,,0,2,1,1,1,0,2,2292,1840,4132,116.082,
gemma4_26b_a4b,fix_react_compiler,circuit9#0,sequential,pass,1,1,,0,3,1,2,2,0,3,2951,9143,12094,561.708,
gemma4_26b_a4b,fix_react_compiler,conditional#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1381,967,2348,61.936,
gemma4_26b_a4b,fix_react_compiler,counter_2bc#0,sequential,pass,1,1,,0,4,1,3,3,0,4,3836,3696,7532,229.87,
gemma4_26b_a4b,fix_react_compiler,dualedge#0,sequential,pass,1,1,,0,2,1,1,1,0,2,1343,1504,2847,93.086,
gemma4_26b_a4b,fix_react_compiler,ece241_2013_q12#0,sequential,pass,1,1,,0,2,1,1,1,0,2,2638,4231,6869,259.612,
gemma4_26b_a4b,fix_react_compiler,ece241_2013_q12#1,sequential,pass,1,1,,0,2,0,1,1,0,2,1880,13489,15369,828.686,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,ece241_2013_q8#0,fsm,pass,1,1,,0,2,1,1,1,0,2,2657,2632,5289,160.435,
gemma4_26b_a4b,fix_react_compiler,ece241_2014_q3#0,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,1122,8192,9314,500.205,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,ece241_2014_q3#1,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,984,8192,9176,501.698,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,edgecapture#0,sequential,functional_mismatch,0,1,,91,2,1,1,1,0,2,1197,1476,2673,92.018,
gemma4_26b_a4b,fix_react_compiler,edgecapture#1,sequential,functional_mismatch,0,1,,91,2,1,1,1,0,2,1183,1467,2650,91.582,
gemma4_26b_a4b,fix_react_compiler,edgedetect#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1168,1212,2380,75.147,
gemma4_26b_a4b,fix_react_compiler,edgedetect2#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1421,1763,3184,108.716,
gemma4_26b_a4b,fix_react_compiler,fadd#0,arithmetic,pass,1,1,,0,2,0,1,1,0,2,1263,9942,11205,610.116,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,fsm2#0,fsm,pass,1,1,,0,2,1,1,1,0,2,1884,1129,3013,68.939,
gemma4_26b_a4b,fix_react_compiler,fsm3comb#0,fsm,pass,1,1,,0,4,1,3,3,0,4,4896,8802,13698,541.31,
gemma4_26b_a4b,fix_react_compiler,fsm3comb#1,fsm,pass,1,1,,0,3,1,2,2,0,3,3429,4043,7472,248.261,
gemma4_26b_a4b,fix_react_compiler,fsm3onehot#0,fsm,pass,1,1,,0,3,1,2,2,0,3,4696,3389,8085,206.15,
gemma4_26b_a4b,fix_react_compiler,fsm3onehot#1,fsm,functional_mismatch,0,1,,273,4,1,3,3,0,4,6760,5228,11988,324.542,
gemma4_26b_a4b,fix_react_compiler,fsm3onehot#2,fsm,pass,1,1,,0,2,1,1,1,0,2,2590,3240,5830,201.9,
gemma4_26b_a4b,fix_react_compiler,fsm3onehot#3,fsm,pass,1,1,,0,2,1,1,1,0,2,2695,2452,5147,152.5,
gemma4_26b_a4b,fix_react_compiler,fsm3s#0,fsm,pass,1,1,,0,2,1,1,1,0,2,2086,1609,3695,97.782,
gemma4_26b_a4b,fix_react_compiler,gates#0,combinational,pass,1,1,,0,2,1,1,1,0,2,2249,1211,3460,72.384,
gemma4_26b_a4b,fix_react_compiler,gates100#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1705,593,2298,38.437,
gemma4_26b_a4b,fix_react_compiler,gates100#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1643,1639,3282,104.695,
gemma4_26b_a4b,fix_react_compiler,gatesv#0,combinational,pass,1,1,,0,2,1,1,1,0,2,2078,2962,5040,183.377,
gemma4_26b_a4b,fix_react_compiler,gatesv100#0,combinational,pass,1,1,,0,2,0,1,1,0,2,2181,11293,13474,679.258,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,gatesv100#1,combinational,truncated,0,0,,,1,0,0,0,0,1,982,8192,9174,487.942,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,gatesv100#2,combinational,pass,1,1,,0,2,1,1,1,0,2,2127,6963,9090,413.1,
gemma4_26b_a4b,fix_react_compiler,kmap2#0,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,564,8192,8756,486.689,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,kmap3#0,arithmetic,truncated,0,0,,,1,0,0,0,0,1,571,8192,8763,486.897,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,kmap4#0,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,553,8192,8745,487.104,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,lemmings1#0,fsm,pass,1,1,,0,2,1,1,1,0,2,2425,2816,5241,165.606,
gemma4_26b_a4b,fix_react_compiler,lfsr5#0,sequential,truncated,0,0,,,1,0,0,0,0,1,746,8192,8938,487.535,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,lfsr5#1,sequential,truncated,0,0,,,1,0,0,0,0,1,767,8192,8959,495.644,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,lfsr5#2,sequential,functional_mismatch,0,1,,4288,2,0,1,1,0,2,1680,14735,16415,902.813,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,m2014_q3#0,arithmetic,compile_error,0,0,syntax_error,,2,0,1,1,0,1,795,8192,8987,530.051,"HTTP 500: {""error"":{""code"":500,""message"":""Failed to parse tool call arguments as JSON: [json.exception.parse_error.101] parse error at line 1, column 250: syntax error while parsing value - invalid string: missing closing quote; last read: '\""module top_module (\\n\\tinput [4:1] x,\\n\\toutput logic f\\n);\\n\\nalways_comb begin\\n  case(x)\\n    4'h0: f = 1'bx;\\n    4'h1: f = 1'bx;\\n    4'h2: f = 0;\\n    4'h3: f = 1'bx;\\n    4'h4: f = 1;\\n    4'h5: f = 1'bx;\\n    4'h6: f = 1;'"",""type"":""server_error"
gemma4_26b_a4b,fix_react_compiler,m2014_q4a#0,sequential,pass,1,1,,0,3,1,2,2,0,3,1817,1393,3210,85.304,
gemma4_26b_a4b,fix_react_compiler,m2014_q4a#1,sequential,pass,1,1,,0,2,1,1,1,0,2,1050,4316,5366,264.702,
gemma4_26b_a4b,fix_react_compiler,m2014_q4f#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1088,1784,2872,111.618,
gemma4_26b_a4b,fix_react_compiler,m2014_q4g#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1143,1540,2683,95.607,
gemma4_26b_a4b,fix_react_compiler,m2014_q4g#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1326,888,2214,55.273,
gemma4_26b_a4b,fix_react_compiler,m2014_q4h#0,arithmetic,pass,1,1,,0,2,1,1,1,0,2,967,1487,2454,92.566,
gemma4_26b_a4b,fix_react_compiler,m2014_q4i#0,combinational,pass,1,1,,0,2,1,1,1,0,2,956,706,1662,44.594,
gemma4_26b_a4b,fix_react_compiler,m2014_q4j#0,arithmetic,pass,1,1,,0,3,1,2,2,0,3,2007,4317,6324,261.714,
gemma4_26b_a4b,fix_react_compiler,m2014_q6c#0,fsm,truncated,0,0,,,1,0,0,0,0,1,796,8192,8988,499.899,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,m2014_q6c#1,fsm,truncated,0,0,,,1,0,0,0,0,1,952,8192,9144,501.121,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,m2014_q6c#2,fsm,pass,1,1,,0,2,0,1,1,0,2,1560,15907,17467,977.791,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,mt2015_eq2#0,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1132,2967,4099,179.8,
gemma4_26b_a4b,fix_react_compiler,mt2015_eq2#1,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1080,1104,2184,67.111,
gemma4_26b_a4b,fix_react_compiler,mt2015_muxdff#0,sequential,truncated,0,0,,,1,0,0,0,0,1,1243,8192,9435,505.5,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,mt2015_muxdff#1,sequential,truncated,0,0,,,1,0,0,0,0,1,1093,8192,9285,507.791,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,mt2015_q4#0,combinational,pass,1,1,,0,2,1,1,1,0,2,2385,2323,4708,144.026,
gemma4_26b_a4b,fix_react_compiler,mt2015_q4#1,combinational,pass,1,1,,0,2,0,1,1,0,2,1808,11124,12932,686.388,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,mt2015_q4a#0,other,pass,1,1,,0,2,1,1,1,0,2,997,956,1953,58.951,
gemma4_26b_a4b,fix_react_compiler,mt2015_q4b#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1487,1964,3451,122.261,
gemma4_26b_a4b,fix_react_compiler,mt2015_q4b#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1646,1431,3077,89.01,
gemma4_26b_a4b,fix_react_compiler,mux256to1v#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1245,2088,3333,128.398,
gemma4_26b_a4b,fix_react_compiler,mux256to1v#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1334,2440,3774,151.573,
gemma4_26b_a4b,fix_react_compiler,mux2to1#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1264,1606,2870,98.979,
gemma4_26b_a4b,fix_react_compiler,mux2to1#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1277,1830,3107,114.941,
gemma4_26b_a4b,fix_react_compiler,mux2to1v#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1331,2166,3497,136.176,
gemma4_26b_a4b,fix_react_compiler,mux2to1v#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1067,948,2015,59.394,
gemma4_26b_a4b,fix_react_compiler,norgate#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1164,607,1771,37.207,
gemma4_26b_a4b,fix_react_compiler,norgate#1,combinational,functional_mismatch,0,1,,219,4,1,3,3,0,4,3147,3375,6522,209.896,
gemma4_26b_a4b,fix_react_compiler,notgate#0,combinational,pass,1,1,,0,3,1,2,2,0,3,1735,526,2261,33.937,
gemma4_26b_a4b,fix_react_compiler,notgate#1,combinational,pass,1,1,,0,2,1,1,1,0,2,930,1546,2476,95.903,
gemma4_26b_a4b,fix_react_compiler,notgate#2,combinational,pass,1,1,,0,2,1,1,1,0,2,917,957,1874,59.715,
gemma4_26b_a4b,fix_react_compiler,popcount255#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1237,1511,2748,93.759,
gemma4_26b_a4b,fix_react_compiler,popcount255#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1208,3969,5177,244.15,
gemma4_26b_a4b,fix_react_compiler,popcount3#0,combinational,pass,1,1,,0,3,1,2,2,0,3,2038,3377,5415,207.164,
gemma4_26b_a4b,fix_react_compiler,reduction#0,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1182,674,1856,42.728,
gemma4_26b_a4b,fix_react_compiler,reduction#1,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1167,754,1921,47.902,
gemma4_26b_a4b,fix_react_compiler,review2015_fsmshift#0,fsm,pass,1,1,,0,3,0,2,2,0,3,3236,13120,16356,802.436,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,rule110#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1872,9123,10995,556.266,
gemma4_26b_a4b,fix_react_compiler,rule110#1,combinational,pass,1,1,,0,2,1,1,1,0,2,5099,7410,12509,450.84,
gemma4_26b_a4b,fix_react_compiler,rule110#2,combinational,functional_mismatch,0,1,,6282,3,0,2,2,0,3,3495,13055,16550,799.749,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,rule110#3,combinational,truncated,0,0,,,1,0,0,0,0,1,925,8192,9117,499.855,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,shift18#0,sequential,pass,1,1,,0,2,1,1,1,0,2,1852,4376,6228,264.923,
gemma4_26b_a4b,fix_react_compiler,step_one#0,combinational,pass,1,1,,0,2,1,1,1,0,2,950,608,1558,37.11,
gemma4_26b_a4b,fix_react_compiler,timer#0,sequential,compile_error,0,0,syntax_error,,2,0,1,1,0,2,1579,9773,11352,595.582,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,vector0#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1596,885,2481,52.447,
gemma4_26b_a4b,fix_react_compiler,vector100r#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1130,1800,2930,108.725,
gemma4_26b_a4b,fix_react_compiler,vector100r#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1072,858,1930,52.833,
gemma4_26b_a4b,fix_react_compiler,vector2#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1657,3330,4987,205.506,
gemma4_26b_a4b,fix_react_compiler,vector3#2,combinational,functional_mismatch,0,1,,126,2,1,1,1,0,2,2037,1572,3609,98.01,
gemma4_26b_a4b,fix_react_compiler,vector4#0,arithmetic,pass,1,1,,0,3,1,2,2,0,3,2089,1318,3407,82.381,
gemma4_26b_a4b,fix_react_compiler,vector5#0,combinational,pass,1,1,,0,6,1,5,5,0,6,6522,6929,13451,435.119,
gemma4_26b_a4b,fix_react_compiler,vectorgates#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1625,1821,3446,112.127,
gemma4_26b_a4b,fix_react_compiler,vectorr#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1065,3124,4189,192.413,
gemma4_26b_a4b,fix_react_compiler,vectorr#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1052,3345,4397,205.739,
gemma4_26b_a4b,fix_react_compiler,vectorr#2,combinational,pass,1,1,,0,4,1,3,3,0,4,5246,4205,9451,262.864,
gemma4_26b_a4b,fix_react_compiler,vectorr#3,combinational,pass,1,1,,0,2,1,1,1,0,2,1070,2956,4026,180.497,
gemma4_26b_a4b,fix_react_compiler,vectorr#4,combinational,pass,1,1,,0,2,1,1,1,0,2,2068,4339,6407,250.871,
gemma4_26b_a4b,fix_react_compiler,vectorr#5,combinational,pass,1,1,,0,2,1,1,1,0,2,1237,1885,3122,115.074,
gemma4_26b_a4b,fix_react_compiler,wire#0,combinational,pass,1,1,,0,3,1,2,2,0,3,2961,2185,5146,143.833,
gemma4_26b_a4b,fix_react_compiler,wire#1,combinational,pass,1,1,,0,2,1,1,1,0,2,929,793,1722,48.846,
gemma4_26b_a4b,fix_react_compiler,wire4#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1421,986,2407,71.255,
gemma4_26b_a4b,fix_react_compiler,xnorgate#0,combinational,compile_error,0,0,syntax_error,,2,0,1,1,0,2,942,8590,9532,258.509,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,zero#0,other,pass,1,1,,0,2,1,1,1,0,2,907,970,1877,69.106,
gemma4_26b_a4b,fix_react_compiler_rag,2012_q2b#0,fsm,truncated,0,0,,,1,0,0,0,0,1,946,8192,9138,503.496,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,2012_q2b#1,fsm,truncated,0,0,,,1,0,0,0,0,1,806,8192,8998,502.47,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,2013_q2bfsm#0,fsm,truncated,0,0,,,1,0,0,0,0,1,1620,8192,9812,504.0,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,2013_q2bfsm#1,fsm,truncated,0,0,,,1,0,0,0,0,1,1443,8192,9635,502.542,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,2013_q2bfsm#2,fsm,functional_mismatch,0,1,,216,2,0,1,1,0,2,3178,11588,14766,707.172,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,always_case#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1773,1880,3653,120.713,
gemma4_26b_a4b,fix_react_compiler_rag,always_case#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1772,3051,4823,191.044,
gemma4_26b_a4b,fix_react_compiler_rag,always_case#2,combinational,pass,1,1,,0,2,1,1,1,0,2,1695,1296,2991,86.463,
gemma4_26b_a4b,fix_react_compiler_rag,always_case#3,combinational,pass,1,1,,0,2,1,1,1,0,2,1869,2620,4489,157.361,
gemma4_26b_a4b,fix_react_compiler_rag,always_case2#0,combinational,pass,1,1,,0,2,1,1,1,0,2,2167,2664,4831,161.677,
gemma4_26b_a4b,fix_react_compiler_rag,always_case2#1,combinational,pass,1,1,,0,2,1,1,1,0,2,2155,6074,8229,369.161,
gemma4_26b_a4b,fix_react_compiler_rag,always_case2#2,combinational,pass,1,1,,0,3,1,2,1,1,3,3219,9736,12955,593.357,
gemma4_26b_a4b,fix_react_compiler_rag,always_case2#3,combinational,functional_mismatch,0,1,,61,3,0,2,2,0,3,3166,15351,18517,933.258,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,always_casez#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1808,12078,13886,737.997,
gemma4_26b_a4b,fix_react_compiler_rag,always_casez#1,combinational,compile_error,0,0,syntax_error,,2,0,1,1,0,2,1852,13457,15309,825.232,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,always_casez#2,combinational,pass,1,1,,0,4,0,3,2,1,4,3596,13788,17384,846.054,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,always_if#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1497,4176,5673,252.214,
gemma4_26b_a4b,fix_react_compiler_rag,always_if#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1506,3142,4648,189.755,
gemma4_26b_a4b,fix_react_compiler_rag,always_if#2,combinational,pass,1,1,,0,4,1,3,2,1,4,3799,1737,5536,108.335,
gemma4_26b_a4b,fix_react_compiler_rag,always_if#3,combinational,pass,1,1,,0,4,1,3,2,1,4,3859,1970,5829,123.44,
gemma4_26b_a4b,fix_react_compiler_rag,always_if#4,combinational,pass,1,1,,0,2,1,1,1,0,2,1519,2637,4156,162.16,
gemma4_26b_a4b,fix_react_compiler_rag,always_if2#0,combinational,pass,1,1,,0,6,1,5,5,0,6,7884,6573,14457,402.192,
gemma4_26b_a4b,fix_react_compiler_rag,always_if2#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1856,6769,8625,413.68,
gemma4_26b_a4b,fix_react_compiler_rag,always_if2#2,combinational,pass,1,1,,0,2,1,1,1,0,2,1907,6637,8544,406.08,
gemma4_26b_a4b,fix_react_compiler_rag,always_nolatches#0,sequential,pass,1,1,,0,2,1,1,1,0,2,2021,1331,3352,80.433,
gemma4_26b_a4b,fix_react_compiler_rag,always_nolatches#1,sequential,pass,1,1,,0,2,1,1,1,0,2,2232,1520,3752,91.754,
gemma4_26b_a4b,fix_react_compiler_rag,always_nolatches#2,sequential,pass,1,1,,0,3,1,2,2,0,3,3282,1777,5059,109.444,
gemma4_26b_a4b,fix_react_compiler_rag,always_nolatches#3,sequential,pass,1,1,,0,4,1,3,2,1,4,4920,2541,7461,165.205,
gemma4_26b_a4b,fix_react_compiler_rag,always_nolatches#4,sequential,pass,1,1,,0,2,1,1,1,0,2,1969,1492,3461,97.127,
gemma4_26b_a4b,fix_react_compiler_rag,always_nolatches#5,sequential,pass,1,1,,0,3,1,2,2,0,3,3287,2073,5360,134.027,
gemma4_26b_a4b,fix_react_compiler_rag,alwaysblock1#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1288,1512,2800,96.302,
gemma4_26b_a4b,fix_react_compiler_rag,andgate#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1168,2052,3220,131.811,
gemma4_26b_a4b,fix_react_compiler_rag,andgate#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1258,461,1719,30.092,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_addsubz#0,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1930,9328,11258,571.812,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_addsubz#1,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1820,3566,5386,218.044,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_addsubz#2,arithmetic,pass,1,1,,0,3,1,2,2,0,3,3003,7366,10369,450.51,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_case#0,combinational,pass,1,1,,0,2,1,1,1,0,2,2293,3467,5760,213.232,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_case#1,combinational,pass,1,1,,0,4,1,3,2,1,4,5476,3594,9070,220.738,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_case#2,combinational,pass,1,1,,0,2,1,1,1,0,2,2162,1907,4069,116.147,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_case#3,combinational,pass,1,1,,0,3,1,2,2,0,3,3883,6444,10327,391.077,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_case#4,combinational,pass,1,1,,0,2,1,1,1,0,2,2332,2622,4954,156.995,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_mux2#0,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,1492,3625,5117,218.421,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_mux2#1,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,1516,4538,6054,278.962,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_mux2#2,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,1432,1848,3280,113.692,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_mux2#3,combinational,functional_mismatch,0,1,,85,4,1,3,2,1,4,3436,3152,6588,190.723,
gemma4_26b_a4b,fix_react_compiler_rag,bugs_mux2#4,combinational,functional_mismatch,0,1,,111,2,1,1,1,0,2,1457,3549,5006,216.425,
gemma4_26b_a4b,fix_react_compiler_rag,circuit1#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1711,1331,3042,79.05,
gemma4_26b_a4b,fix_react_compiler_rag,circuit4#0,combinational,pass,1,1,,0,4,1,3,3,0,4,4673,5972,10645,366.982,
gemma4_26b_a4b,fix_react_compiler_rag,circuit5#0,combinational,pass,1,1,,0,2,1,1,1,0,2,2283,2644,4927,165.393,
gemma4_26b_a4b,fix_react_compiler_rag,circuit5#1,combinational,pass,1,1,,0,2,1,1,1,0,2,2382,3218,5600,198.734,
gemma4_26b_a4b,fix_react_compiler_rag,circuit5#2,combinational,pass,1,1,,0,2,1,1,1,0,2,2331,2759,5090,169.465,
gemma4_26b_a4b,fix_react_compiler_rag,circuit5#3,combinational,pass,1,1,,0,2,1,1,1,0,2,3388,9294,12682,571.072,
gemma4_26b_a4b,fix_react_compiler_rag,circuit6#0,combinational,truncated,0,0,,,1,0,0,0,0,1,1017,8192,9209,503.481,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,circuit6#1,combinational,pass,1,1,,0,2,1,1,1,0,2,2281,4582,6863,280.211,
gemma4_26b_a4b,fix_react_compiler_rag,circuit6#2,combinational,pass,1,1,,0,2,1,1,1,0,2,2576,2597,5173,157.639,
gemma4_26b_a4b,fix_react_compiler_rag,circuit6#3,combinational,pass,1,1,,0,2,1,1,1,0,2,2522,5814,8336,357.988,
gemma4_26b_a4b,fix_react_compiler_rag,circuit6#4,combinational,pass,1,1,,0,4,1,3,2,1,4,6337,2690,9027,166.738,
gemma4_26b_a4b,fix_react_compiler_rag,circuit6#5,combinational,pass,1,1,,0,2,1,1,1,0,2,2515,4151,6666,256.525,
gemma4_26b_a4b,fix_react_compiler_rag,circuit9#0,sequential,pass,1,1,,0,7,1,6,6,0,7,9719,13297,23016,818.935,
gemma4_26b_a4b,fix_react_compiler_rag,conditional#0,combinational,pass,1,1,,0,4,1,3,3,0,4,4406,2392,6798,150.716,
gemma4_26b_a4b,fix_react_compiler_rag,counter_2bc#0,sequential,pass,1,1,,0,2,1,1,1,0,2,1734,4441,6175,273.928,
gemma4_26b_a4b,fix_react_compiler_rag,dualedge#0,sequential,pass,1,1,,0,2,1,1,1,0,2,1563,6757,8320,416.374,
gemma4_26b_a4b,fix_react_compiler_rag,ece241_2013_q12#0,sequential,pass,1,1,,0,2,1,1,1,0,2,2858,3761,6619,231.233,
gemma4_26b_a4b,fix_react_compiler_rag,ece241_2013_q12#1,sequential,pass,1,1,,0,2,0,1,1,0,2,1957,11625,13582,715.481,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,ece241_2013_q8#0,fsm,pass,1,1,,0,2,1,1,1,0,2,2876,2854,5730,176.894,
gemma4_26b_a4b,fix_react_compiler_rag,ece241_2014_q3#0,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,1232,8192,9424,500.8,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,ece241_2014_q3#1,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,1094,8192,9286,502.048,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,edgecapture#0,sequential,functional_mismatch,0,1,,91,2,1,1,1,0,2,1418,4573,5991,279.327,
